test,timestamp,raw_data
,1779038630.656363,L:-18467 R:-10717
,1779038630.6584463,L:-18467 R:-10717
,1779038630.659445,L:-18467 R:-10717
,1779038630.6614091,L:-18467 R:-10717
,1779038630.663355,L:-18467 R:-10717
,1779038630.6645207,L:-18467 R:-10717
,1779038630.666477,L:-18467 R:-10717
,1779038630.6681936,L:-18467 R:-10717
,1779038630.6693907,L:-18467 R:-10717
,1779038630.6714053,L:-18467 R:-10717
,1779038630.6732576,L:-18467 R:-10717
,1779038630.6744282,L:-18467 R:-10717
,1779038630.6763136,L:-18467 R:-10717
,1779038630.677396,L:-18467 R:-10717
,1779038630.6794007,L:-18467 R:-10717
,1779038630.681362,L:-18467 R:-10717
,1779038630.6833034,L:-18467 R:-10717
,1779038630.684436,L:-18467 R:-10717
,1779038630.6863866,L:-18467 R:-10717
,1779038630.6883564,L:-18467 R:-10717
,1779038630.6894307,L:-18467 R:-10717
,1779038630.6913667,L:-18467 R:-10717
,1779038630.692432,L:-18467 R:-10717
,1779038630.694359,L:-18467 R:-10717
,1779038630.6962965,L:-18467 R:-10717
,1779038630.6973014,L:-18467 R:-10717
,1779038630.6992931,L:-18467 R:-10717
,1779038630.7012775,L:-18467 R:-10717
,1779038630.7023973,L:-18467 R:-10717
,1779038630.704414,L:-18467 R:-10717
,1779038630.706266,L:-18467 R:-10717
,1779038630.707278,L:-18467 R:-10717
,1779038630.7092884,L:-18467 R:-10717
,1779038630.7112212,L:-18467 R:-10717
,1779038630.7123702,L:-18467 R:-10717
,1779038630.7143114,L:-18467 R:-10717
,1779038630.716256,L:-18467 R:-10717
,1779038630.7173636,L:-18467 R:-10717
,1779038630.7192776,L:-18467 R:-10717
,1779038630.7201571,L:-18467 R:-10717
,1779038630.7221317,L:-18467 R:-10717
,1779038630.7242818,L:-18467 R:-10717
,1779038630.7254403,L:-18467 R:-10717
,1779038630.7273593,L:-18467 R:-10717
,1779038630.7293117,L:-18467 R:-10717
,1779038630.7303734,L:-18467 R:-10717
,1779038630.7323456,L:-18467 R:-10717
,1779038630.7342727,L:-18467 R:-10717
